Gene,Collapsing model,P value,No. participants,No. cases with QV,% cases with QV,No. controls with QV,% controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
CNTD1,UR,0.0269,146157,1,0.0075187969924812,29,0.000198597490823426,38.1387,5.1574,282.0345
SELENOF,UR,0.0269,146157,1,0.0075187969924812,29,0.000198597490823426,38.1387,5.1574,282.0345
CTTNBP2,UR,0.0269,146157,2,0.0150375939849624,276,0.00189010025749192,8.0622,1.9852,32.7413
ATAT1,UR,0.0269,146157,1,0.0075187969924812,29,0.000198597490823426,38.1387,5.1574,282.0345
ZNF682,UR,0.0261,146157,1,0.0075187969924812,28,0.000191749301484687,39.5011,5.3353,292.4546
C8ORF82,UR,0.0261,146157,1,0.0075187969924812,28,0.000191749301484687,39.5011,5.3353,292.4546
C15ORF61,UR,0.0261,146157,1,0.0075187969924812,28,0.000191749301484687,39.5011,5.3353,292.4546
DAAM2,UR,0.0253,146157,2,0.0150375939849624,267,0.00182846655344327,8.3344,2.0519,33.8527
CD34,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
OR8I2,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
OR5T2,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
LYSMD3,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
HES2,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
ZKSCAN1,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
TMEM42,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
KTI12,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
HSPB11,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
C1ORF174,UR,0.0252,146157,1,0.0075187969924812,27,0.000184901112145949,40.9644,5.5259,303.6734
PTPN13,UR,0.0246,146157,2,0.0150375939849624,263,0.00180107379608831,8.4614,2.083,34.3712
CKS1B,UR,0.0243,146157,1,0.0075187969924812,26,0.00017805292280721,42.5402,5.7307,315.7861
RBM43,UR,0.0243,146157,1,0.0075187969924812,26,0.00017805292280721,42.5402,5.7307,315.7861
RBM17,UR,0.0243,146157,1,0.0075187969924812,26,0.00017805292280721,42.5402,5.7307,315.7861
RAB39B,UR,0.0243,146157,1,0.0075187969924812,26,0.00017805292280721,42.5402,5.7307,315.7861
CELF5,UR,0.0243,146157,1,0.0075187969924812,26,0.00017805292280721,42.5402,5.7307,315.7861
HK2,UR,0.0238,146157,2,0.0150375939849624,258,0.00176683284939462,8.6257,2.1233,35.042
ABCA7,UR,0.0237,146157,3,0.0225563909774436,667,0.0045677422889388,5.0291,1.597,15.837
LSM11,UR,0.0234,146157,1,0.0075187969924812,25,0.000171204733468471,44.2421,5.9512,328.9041
FEV,UR,0.0234,146157,1,0.0075187969924812,25,0.000171204733468471,44.2421,5.9512,328.9041
NUP205,UR,0.0227,146157,2,0.0150375939849624,252,0.00172574371336219,8.8315,2.1736,35.8824
PIK3R6,UR,0.0226,146157,2,0.0150375939849624,251,0.00171889552402345,8.8667,2.1822,36.0263
FLT3LG,UR,0.0225,146157,1,0.0075187969924812,24,0.000164356544129732,46.0859,6.1893,343.1578
GPRC6A,UR,0.0222,146157,2,0.0150375939849624,249,0.00170519914534597,8.938,2.1997,36.3178
LYPLA2,UR,0.0216,146157,1,0.0075187969924812,23,0.000157508354790993,48.0899,6.4473,358.701
GHR,UR,0.0994,146157,1,0.0075187969924812,114,0.000780693584616227,9.6963,1.3442,69.9449
ACTL6B,UR,0.0994,146157,1,0.0075187969924812,114,0.000780693584616227,9.6963,1.3442,69.9449
SIN3A,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
RHPN1,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
TIMM44,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
CHST15,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
AOC2,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
CTSZ,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
GABRB1,UR,0.0986,146157,1,0.0075187969924812,113,0.000773845395277489,9.7822,1.356,70.5697
FERMT3,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
ACAP2,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
PCK2,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
PDE1A,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
CNNM2,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
PSMD2,UR,0.0978,146157,1,0.0075187969924812,112,0.00076699720593875,9.8696,1.368,71.2057
TENM2,UR,0.0973,146157,2,0.0150375939849624,574,0.00393086068043609,3.8687,0.9551,15.6705
RHOBTB3,UR,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
BEND4,UR,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
EN2,UR,0.097,146157,1,0.0075187969924812,111,0.000760149016600011,9.9586,1.3802,71.8533
GPT2,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
LRRN4,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
KRT33A,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
LANCL1,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
TBP,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
TMCO4,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
FAM20B,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
ADRA1D,UR,0.0962,146157,1,0.0075187969924812,110,0.000753300827261272,10.0492,1.3927,72.5128
GNA12,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
FLYWCH1,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
C2CD4C,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
SLC37A2,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
PROC,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
IDS,UR,0.0953,146157,1,0.0075187969924812,109,0.000746452637922533,10.1414,1.4053,73.1845
SLC6A4,UR,0.0945,146157,1,0.0075187969924812,108,0.000739604448583794,10.2354,1.4182,73.8687
OR6C6,UR,0.0216,146157,1,0.0075187969924812,23,0.000157508354790993,48.0899,6.4473,358.701
AIF1L,UR,0.0216,146157,1,0.0075187969924812,23,0.000157508354790993,48.0899,6.4473,358.701
CMBL,UR,0.0216,146157,1,0.0075187969924812,23,0.000157508354790993,48.0899,6.4473,358.701
GRM6,UR,0.0213,146157,2,0.0150375939849624,243,0.00166411000931354,9.1591,2.2538,37.2211
VAV3,UR,0.0211,146157,2,0.0150375939849624,242,0.0016572618199748,9.197,2.2631,37.3761
GABPB1,UR,0.0207,146157,1,0.0075187969924812,22,0.000150660165452254,50.2762,6.7277,375.717
TAL2,UR,0.0207,146157,1,0.0075187969924812,22,0.000150660165452254,50.2762,6.7277,375.717
SIVA1,UR,0.0207,146157,1,0.0075187969924812,22,0.000150660165452254,50.2762,6.7277,375.717
PLCG2,UR,0.0206,146157,2,0.0150375939849624,239,0.00163671725195858,9.3127,2.2914,37.8487
ATP8A2,UR,0.02,146157,2,0.0150375939849624,235,0.00160932449460363,9.4714,2.3302,38.4977
DEFB131B,UR,0.0198,146157,1,0.0075187969924812,21,0.000143811976113516,52.6706,7.0335,394.425
FAM229A,UR,0.0198,146157,1,0.0075187969924812,21,0.000143811976113516,52.6706,7.0335,394.425
C19ORF73,UR,0.0189,146157,1,0.0075187969924812,20,0.000136963786774777,55.3045,7.3685,415.0904
SPX,UR,0.0189,146157,1,0.0075187969924812,20,0.000136963786774777,55.3045,7.3685,415.0904
MAL,UR,0.0189,146157,1,0.0075187969924812,20,0.000136963786774777,55.3045,7.3685,415.0904
GAK,UR,0.0188,146157,2,0.0150375939849624,227,0.00155453897989372,9.8058,2.412,39.8648
TJP2,UR,0.0186,146157,2,0.0150375939849624,226,0.00154769079055498,9.8492,2.4226,40.0426
RAD54L,UR,0.0181,146157,2,0.0150375939849624,223,0.00152714622253876,9.9819,2.455,40.5854
GPSM3,UR,0.018,146157,1,0.0075187969924812,19,0.000130115597436038,58.2157,7.737,438.0367
CCDC85B,UR,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
IL1B,UR,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
ADM2,UR,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
FAM183A,UR,0.0171,146157,1,0.0075187969924812,18,0.000123267408097299,61.4503,8.1442,463.6629
MYOM3,UR,0.0165,146157,2,0.0150375939849624,212,0.00145181613981263,10.5006,2.5818,42.7081
OR8H1,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
GSKIP,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
TNFRSF17,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
TOMM5,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
PILRB,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
MRPS6,UR,0.0163,146157,1,0.0075187969924812,17,0.00011641921875856,65.0655,8.5966,492.4666
SIX4,UR,0.0161,146157,2,0.0150375939849624,209,0.00143127157179642,10.6516,2.6187,43.326
TAOK2,UR,0.0159,146157,2,0.0150375939849624,208,0.00142442338245768,10.7029,2.6312,43.536
ABCA2,UR,0.0158,146157,3,0.0225563909774436,571,0.00391031611241988,5.8785,1.8659,18.5197
NFE2L3,UR,0.0155,146157,2,0.0150375939849624,205,0.00140387881444146,10.8597,2.6695,44.1783
CD59,UR,0.0154,146157,1,0.0075187969924812,16,0.000109571029419821,69.1326,9.1021,525.0766
RBMX2,UR,0.0154,146157,1,0.0075187969924812,16,0.000109571029419821,69.1326,9.1021,525.0766
KRTAP1-4,UR,0.0154,146157,1,0.0075187969924812,16,0.000109571029419821,69.1326,9.1021,525.0766
DSTN,UR,0.0154,146157,1,0.0075187969924812,16,0.000109571029419821,69.1326,9.1021,525.0766
CLEC6A,UR,0.0145,146157,1,0.0075187969924812,15,0.000102722840081083,73.7419,9.6708,562.2986
TMED2,UR,0.0145,146157,1,0.0075187969924812,15,0.000102722840081083,73.7419,9.6708,562.2986
C22ORF31,UR,0.0145,146157,1,0.0075187969924812,15,0.000102722840081083,73.7419,9.6708,562.2986
RNF24,UR,0.0145,146157,1,0.0075187969924812,15,0.000102722840081083,73.7419,9.6708,562.2986
CPT1C,UR,0.0143,146157,2,0.0150375939849624,196,0.00134224511039281,11.3591,2.7914,46.2239
PIAS3,UR,0.0141,146157,2,0.0150375939849624,195,0.00133539692105407,11.4174,2.8056,46.4629
WWC2,UR,0.0137,146157,2,0.0150375939849624,192,0.00131485235303786,11.5961,2.8492,47.195
FGFBP2,UR,0.0136,146157,1,0.0075187969924812,14,0.0000958746507423437,79.0097,10.3151,605.1826
KCNQ1,UR,0.0136,146157,2,0.0150375939849624,191,0.00130800416369912,11.6568,2.864,47.4442
PEA15,UR,0.0127,146157,1,0.0075187969924812,13,0.0000890264614036049,85.088,11.0513,655.1225
KIF5C,UR,0.0119,146157,2,0.0150375939849624,178,0.00121897770229551,12.5093,3.0719,50.9404
CENPE,UR,0.0118,146157,2,0.0150375939849624,177,0.00121212951295677,12.5801,3.0891,51.2308
OR14A16,UR,0.0118,146157,1,0.0075187969924812,12,0.000082178272064866,92.1793,11.9004,714.0087
AARD,UR,0.0118,146157,1,0.0075187969924812,12,0.000082178272064866,92.1793,11.9004,714.0087
TIAM1,UR,0.0117,146157,2,0.0150375939849624,176,0.00120528132361804,12.6516,3.1066,51.5245
KRT84,UR,0.0113,146157,2,0.0150375939849624,173,0.00118473675560182,12.8713,3.1601,52.4261
IQSEC1,UR,0.0112,146157,2,0.0150375939849624,172,0.00117788856626308,12.9462,3.1783,52.7337
KCNQ2,UR,0.0112,146157,2,0.0150375939849624,172,0.00117788856626308,12.9462,3.1783,52.7337
SLCO4A1,UR,0.0106,146157,2,0.0150375939849624,167,0.00114364761956939,13.3343,3.2728,54.3274
NELL2,UR,0.0103,146157,2,0.0150375939849624,165,0.00112995124089191,13.4961,3.3122,54.9921
ALDH4A1,UR,0.0102,146157,2,0.0150375939849624,164,0.00112310305155317,13.5785,3.3322,55.3306
DNAH11,UR,0.0102,146157,4,0.0300751879699248,914,0.0062592450556073,4.9229,1.8161,13.3444
CDH18,UR,0.0101,146157,2,0.0150375939849624,163,0.00111625486221443,13.6619,3.3525,55.6733
SUB1,UR,0.01,146157,1,0.0075187969924812,10,0.0000684818933873884,110.6167,14.06,870.2749
LMNA,UR,0.0096,146157,2,0.0150375939849624,159,0.00108886210485948,14.006,3.4362,57.0875
KBTBD4,UR,0.0095,146157,2,0.0150375939849624,158,0.00108201391552074,14.0947,3.4578,57.4523
ARID2,UR,0.0092,146157,2,0.0150375939849624,155,0.00106146934750452,14.3678,3.5242,58.5753
FABP6,UR,0.0091,146157,1,0.0075187969924812,9,0.0000616337040486495,122.9082,15.4619,977.0103
ORM2,UR,0.0091,146157,1,0.0075187969924812,9,0.0000616337040486495,122.9082,15.4619,977.0103
ANO1,UR,0.0085,146157,2,0.0150375939849624,149,0.00102038021147209,14.947,3.665,60.9582
APBA1,UR,0.0078,146157,2,0.0150375939849624,142,0.000972442886100915,15.6846,3.8441,63.9952
NOL8,UR,0.0078,146157,2,0.0150375939849624,142,0.000972442886100915,15.6846,3.8441,63.9952
STS,UR,0.0077,146157,2,0.0150375939849624,141,0.000965594696762176,15.7959,3.8711,64.4539
SLC5A7,UR,0.0076,146157,2,0.0150375939849624,140,0.000958746507423437,15.9088,3.8986,64.9192
CHRD,UR,0.0074,146157,2,0.0150375939849624,138,0.00094505012874596,16.1396,3.9546,65.8703
ZNF729,UR,0.0073,146157,2,0.0150375939849624,137,0.000938201939407221,16.2575,3.9832,66.3563
MAP2K2,UR,0.0071,146157,2,0.0150375939849624,135,0.000924505560729743,16.4986,4.0416,67.3502
HBS1L,UR,0.0057,146157,2,0.0150375939849624,121,0.000828630909987399,18.4093,4.5044,75.238
CLTC,UR,0.0057,146157,2,0.0150375939849624,121,0.000828630909987399,18.4093,4.5044,75.238
TMPRSS11A,UR,0.0057,146157,2,0.0150375939849624,121,0.000828630909987399,18.4093,4.5044,75.238
NUP88,UR,0.0057,146157,2,0.0150375939849624,121,0.000828630909987399,18.4093,4.5044,75.238
NIT1,UR,0.0056,146157,2,0.0150375939849624,119,0.000814934531309922,18.719,4.5793,76.5181
CARS2,UR,0.0055,146157,2,0.0150375939849624,118,0.000808086341971183,18.8777,4.6177,77.1745
KRTAP10-8,UR,0.0054,146157,1,0.0075187969924812,5,0.0000342409466936942,221.2409,25.6722,1906.6393
HSD3B7,UR,0.0051,146157,2,0.0150375939849624,114,0.000780693584616227,19.5406,4.7779,79.917
CDK12,UR,0.0051,146157,2,0.0150375939849624,114,0.000780693584616227,19.5406,4.7779,79.917
IFFO2,UR,0.0049,146157,2,0.0150375939849624,111,0.000760149016600011,20.0692,4.9056,82.1052
SYDE2,UR,0.0048,146157,2,0.0150375939849624,110,0.000753300827261272,20.2518,4.9496,82.8614
ACY1,UR,0.0046,146157,2,0.0150375939849624,108,0.000739604448583794,20.6271,5.0402,84.4164
CEP131,UR,0.0043,146157,2,0.0150375939849624,104,0.000712211691228839,21.421,5.2317,87.7081
BARHL2,UR,0.004,146157,2,0.0150375939849624,100,0.000684818933873884,22.2785,5.4382,91.2668
PPARG,UR,0.0039,146157,2,0.0150375939849624,99,0.000677970744535145,22.5037,5.4925,92.202
PLIN2,UR,0.0038,146157,2,0.0150375939849624,98,0.000671122555196406,22.7334,5.5478,93.1565
ADK,UR,0.0037,146157,2,0.0150375939849624,96,0.000657426176518928,23.2074,5.6618,95.1261
STOML2,UR,0.0035,146157,2,0.0150375939849624,94,0.000643729797841451,23.7015,5.7806,97.1807
CYBA,UR,0.003,146157,2,0.0150375939849624,86,0.00058894428313154,25.9077,6.3101,106.3697
PBX4,UR,0.002,146157,2,0.0150375939849624,70,0.000479373253711719,31.8329,7.7254,131.1698
NOS3,UR,0.002,146157,3,0.0225563909774436,268,0.00183531474278201,12.5507,3.9707,39.6712
LMAN1,UR,0.0018,146157,2,0.0150375939849624,66,0.000451980496356763,33.7631,8.1842,139.2867
GALR1,UR,0.0017,146157,2,0.0150375939849624,64,0.000438284117679286,34.8187,8.4346,143.7336
GRHPR,UR,0.0812,146157,1,0.0075187969924812,92,0.000630033419163973,12.0168,1.6625,86.8607
YIF1B,UR,0.0812,146157,1,0.0075187969924812,92,0.000630033419163973,12.0168,1.6625,86.8607
CLOCK,UR,0.0812,146157,1,0.0075187969924812,92,0.000630033419163973,12.0168,1.6625,86.8607
PLEKHD1,UR,0.0812,146157,1,0.0075187969924812,92,0.000630033419163973,12.0168,1.6625,86.8607
DDO,UR,0.0812,146157,1,0.0075187969924812,92,0.000630033419163973,12.0168,1.6625,86.8607
MGA,UR,0.081,146157,2,0.0150375939849624,515,0.0035268175094505,4.3136,1.0646,17.4776
C19ORF54,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
CEP128,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
PQLC2,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
PKD2L2,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
KLHL28,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
BUB1,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
NLK,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
CDK18,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
LMNB2,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
DRGX,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
ERI1,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
NIPAL1,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
KCNJ9,UR,0.0804,146157,1,0.0075187969924812,91,0.000623185229825234,12.1489,1.6806,87.826
NUMA1,UR,0.0795,146157,1,0.0075187969924812,90,0.000616337040486495,12.284,1.699,88.813
KRT80,UR,0.0795,146157,1,0.0075187969924812,90,0.000616337040486495,12.284,1.699,88.813
SEPT4,UR,0.0795,146157,1,0.0075187969924812,90,0.000616337040486495,12.284,1.699,88.813
METAP1,UR,0.0795,146157,1,0.0075187969924812,90,0.000616337040486495,12.284,1.699,88.813
PDS5A,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
SLC18B1,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
TMLHE,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
OLFM1,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
RRNAD1,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
EPS8L2,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
ANKRD30A,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
RPUSD2,UR,0.0787,146157,1,0.0075187969924812,89,0.000609488851147756,12.4221,1.7179,89.8224
COL22A1,UR,0.0781,146157,2,0.0150375939849624,504,0.00345148742672437,4.4081,1.0879,17.8615
HPS4,UR,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
DHRS7B,UR,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
PRKCZ,UR,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
TRIP4,UR,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
CRHR2,UR,0.0779,146157,1,0.0075187969924812,88,0.000602640661809018,12.5634,1.7373,90.855
NOTCH1,UR,0.0776,146157,2,0.0150375939849624,502,0.0034377910480469,4.4257,1.0922,17.9331
RYR2,UR,0.0772,146157,3,0.0225563909774436,1082,0.00740974086451542,3.0913,0.9826,9.7255
MAATS1,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
ROCK1,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
CARF,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
JMJD4,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
RTKN2,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
RFX1,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
TMEM136,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
AIMP2,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
DGUOK,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
PPP1R16B,UR,0.077,146157,1,0.0075187969924812,87,0.000595792472470279,12.7079,1.757,91.9116
DDX47,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
PHB2,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
PDK1,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
MKRN2,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
SGCD,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
GAB2,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
NTN4,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
DHRS1,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
CCDC13,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
CPA5,UR,0.0711,146157,1,0.0075187969924812,80,0.000547855147099107,13.8205,1.909,100.0563
FOLH1,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
PNISR,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
TREH,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
FGGY,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
ADAP1,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
SLCO6A1,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
CUZD1,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
ORC5,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
CNR1,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
MIOX,UR,0.0703,146157,1,0.0075187969924812,79,0.000541006957760368,13.9955,1.9329,101.3391
PTPN12,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
COL4A3BP,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
SMYD2,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
SLC16A6,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
RUNX1T1,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
FOXL2,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
MLIP,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
GOLGA1,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
TNFRSF13B,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
SLC10A6,UR,0.0694,146157,1,0.0075187969924812,78,0.000534158768421629,14.175,1.9573,102.6552
SRD5A2,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
PIK3R1,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
FOXN3,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
DNAJC7,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
SHOC2,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
B3GNT4,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
LEMD2,UR,0.0686,146157,1,0.0075187969924812,77,0.00052731057908289,14.3592,1.9825,104.0058
DAGLA,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
STK17A,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
SOX10,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
HDAC11,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
BRAP,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
TRAF3IP1,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
CHAD,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
SIRT1,UR,0.0677,146157,1,0.0075187969924812,76,0.000520462389744152,14.5482,2.0082,105.3925
KIAA1328,UR,0.0669,146157,1,0.0075187969924812,75,0.000513614200405413,14.7423,2.0347,106.8167
